FLYBASE	FLYBASECG	SYMBOL	GENENAME	BH.Q	ADJ.P	PER	LAG	AMP	INC1_ZT00	INC1_ZT04	INC1_ZT08	INC1_ZT12	INC1_ZT16	INC1_ZT20	INC1_ZT24	INC1_ZT28	INC1_ZT32	INC1_ZT36	INC1_ZT40	INC1_ZT44	WAKED2_ZT00	WAKED2_ZT04	WAKED2_ZT08	WAKED2_ZT12	WAKED2_ZT16	WAKED2_ZT20	WAKED2_ZT24	WAKED2_ZT28	WAKED2_ZT32	WAKED2_ZT36	WAKED2_ZT40	WAKED2_ZT44	WT2U_old_ZT00	WT2U_old_ZT04	WT2U_old_ZT08	WT2U_old_ZT12	WT2U_old_ZT16	WT2U_old_ZT20	WT2U_old_ZT24	WT2U_old_ZT28	WT2U_old_ZT32	WT2U_old_ZT36	WT2U_old_ZT40	WT2U_old_ZT44	WT2U_ZT00	WT2U_ZT04	WT2U_ZT08	WT2U_ZT12	WT2U_ZT16	WT2U_ZT20	WT2U_ZT24	WT2U_ZT28	WT2U_ZT32	WT2U_ZT36	WT2U_ZT40	WT2U_ZT44
FBgn0000316	CG2945	cin	cinnamon	0.678032964251676	0.0572696458633959	28	18	48.2098540899136	989.781786211008	896.20424629719	962.662522874778	954.31158841423	1084.68389916329	1036.95422902401	1022.56112467091	911.410581593337	957.688420532442	895.828069856383	1031.3715952798	1072.31932623235	937.077828388927	871.698368921717	906.031457963275	890.334360095528	894.631390487077	912.737538899089	937.066507470101	961.037919412832	874.232791147694	890.11607221814	883.910273430271	966.612746361624	1018.94569889644	940.795152858915	1049.96620761582	783.904294061032	730.107730001437	742.469673180363	960.814325082323	909.68744615632	853.5108694139	758.148536304862	802.556772695678	714.379150582898	979.89617339515	901.379225492395	946.038838555974	913.240377406227	865.269620649769	927.228076823664	985.906182843537	864.943700518755	898.26228228772	851.532347999744	953.672252216511	947.833085376126
FBgn0024989	CG3777	CG3777	uncharacterized protein	1	0.15763918951419	24	22	5.31017985847688	33.643898434804	37.2310369381622	15.7490801288307	24.7453963173927	23.2166930471594	45.5540586160835	26.7470716714724	31.4001878817492	13.4059621421864	19.2043848519023	15.0932428577532	37.3230287577525	81.2062884350723	92.6179516979325	67.7641256648433	46.4253142575883	56.745697711767	95.6975065512398	85.5673202812342	84.0139758974971	68.9730012739798	40.0660519124953	71.5762817816286	106.491234768653	143.48616882652	141.930303233026	136.602746398998	58.1022623787642	72.279853136961	173.647863891076	137.847023084616	153.651622383409	121.485123748694	43.2940067212604	80.8130083617176	123.761546780483	165.437016287493	140.274879469198	126.701630163746	51.544855657284	64.5995195227483	171.163129095811	154.118667662898	121.112303456535	103.524989460401	47.7792464588385	64.905098835062	151.237678665375
FBgn0023534	CG17778	CG17778	uncharacterized protein	0.388899160601273	0.0175406595719096	24	6	86.6376069552156	641.404644353844	871.383555005082	844.544421908547	829.508720030859	528.411933753349	555.040240506492	636.786052486209	768.902036591552	708.840248268107	724.118275886433	512.164040973092	608.652468972579	512.881821695194	666.486044571396	880.933633642963	660.271136107923	559.477113376953	535.364352687596	550.970062298679	630.104819231228	695.765150351271	818.646898536391	536.254047633789	590.707789443215	519.652611425775	581.914243255406	437.932334043845	639.124886166407	499.461906508213	543.096199823942	551.388092338464	609.368366043293	561.738905538832	603.095582000813	518.317915699292	582.36683401705	571.509692629521	609.969475885416	560.865882858184	651.033937758304	574.11685660358	522.557632537542	564.346297765611	592.441017741551	565.727467657342	639.180141516017	505.394369595683	549.53538202075
FBgn0000482	CG3093	dor	deep orange	0.678032964251676	0.0572696458633959	28	4	23.8044853217592	574.116847484236	569.989446458055	608.308219976087	537.943398204188	536.769943250326	543.052330344364	560.659771575095	549.905854441916	594.051697425635	546.76013343063	533.294580973946	486.63487495685	543.868431755945	593.84451382792	629.118796295829	514.805151434146	578.096795438626	663.562899199634	592.710218533427	573.753981739004	559.543472835161	526.273006201966	606.694197958567	601.629967368205	544.859641084489	564.679849291396	579.892050889863	563.877693905384	592.045089178028	661.719843469698	574.019693143401	573.574522192613	590.812268487237	618.198142484974	600.988694368176	638.059530068267	546.057843969906	587.344495325868	554.95314011721	564.752331549372	603.232133008199	593.970063882152	607.40886667142	598.496632914378	557.36181194337	491.595358009827	612.704133002986	534.527062763881
FBgn0024897	CG3100	b6	b6	0.058697547148068	0.000294161856661857	24	0	33.7901277562516	96.590547119276	67.3704477928649	41.3413353381806	33.3524906886597	44.5760506505461	115.083937556422	109.045753737541	64.4106418087164	37.7042685248993	38.4087697038046	55.3418904784284	81.823563045842	180.577141388516	123.49060226391	32.627171616406	33.0135568053962	78.0253343536796	195.909046430368	193.048222585711	82.9894152158203	42.2459632803126	33.5688543050637	57.9427042994136	212.072288043558	259.826305712888	155.109545676093	60.2659175289695	53.3397818559147	194.099830334086	853.232713933931	377.536249791448	142.302354820998	79.9517481081147	40.2734946244283	274.950005460556	919.273266919475	283.441041891159	138.464881024434	54.9040397376235	41.4599925939023	80.9768625003464	272.047357503276	209.646717041442	132.214264606718	39.736864641366	50.9645295560944	56.2510856570538	242.442080303272
FBgn0023530	CG3740	CG3740	uncharacterized protein	0.122650535630668	0.00193362193362193	28	20	31.3733726801324	262.639465200728	264.163071608865	236.236201932461	299.096529401529	307.389015944391	351.245767750328	302.447656592803	281.796557913134	261.416261772635	274.509736412486	316.958100012817	318.681245546963	301.318070245926	243.349127990646	245.12208419505	328.072220753624	310.328034361226	265.425159679854	274.441527243471	261.262973827582	250.889292134101	342.185740658068	361.289803278697	342.22824164969	450.818030434675	471.411364309693	685.692217218498	350.518566481725	368.708464316632	231.530485188102	484.52199905115	443.494455515749	382.107055893328	338.297354845197	339.971966211364	281.901300999989	281.127237467558	314.034730166527	224.684224157044	340.644263474225	326.637007164319	303.786215878658	264.041540922464	231.122645762888	273.975224632576	401.345670254243	385.103586421368	293.239468557291
FBgn0023508	CG3573	Ocrl	Oculocerebrorenal syndrome of Lowe	0.678032964251676	0.0572696458633959	28	6	97.3350433946428	1586.68966166721	1744.54001653103	1659.55931857554	1683.76283637911	1508.15638034348	1566.81985819003	1528.69801937723	1802.69283762145	1880.18619044164	1795.04514880428	1670.31887625802	1406.79108394605	1510.86436641042	1837.83072780995	1976.8719622966	1789.95378304257	1686.41120387158	1732.48599124367	1617.4310540965	1870.84780474183	2113.16032653156	1844.12125424269	1623.53185184043	1591.90743256731	1581.25636051388	1941.40379065175	1782.53191624574	1732.59041421266	1707.10394712238	1907.26810175013	1528.66176346074	1820.24791289436	1837.85187209562	1856.60810218614	1721.22418958923	1949.93192594138	1494.71765764644	1952.08332267781	2059.32382892809	1880.26669115049	1777.85156545704	1670.82418733262	1559.31828458932	2047.80719761091	2100.82529117116	1695.63236877256	1606.18484583834	1476.5877176566
FBgn0040900	CG17777	CG17777	uncharacterized protein	0.058697547148068	0.000294161856661857	24	0	16.5943030082774	45.582055943928	39.8903967194595	21.6549851771422	8.60709437126702	35.2893734316823	44.3552675998708	58.6378109720741	40.2566511304477	16.757452677733	14.6857060632194	24.1491885724051	40.1940309698873	57.6992049407093	52.6651097890204	35.9735481924477	31.9818831552275	36.3527125966007	51.4599799379308	50.0881874816981	34.835063177011	21.5540628981187	21.6573253581056	31.8116807918349	39.1378042312145	50.414059317426	37.5101515687283	26.7848522350976	20.002418195968	23.5518622581109	48.5928178789843	42.1770742273825	43.6510290861958	38.4183724675356	27.1846088714891	33.4398655289866	52.254875307315	48.5898928956273	46.1549603414781	21.1169383606244	24.6518874882663	21.8364573034642	26.0712050940639	45.3290199008523	59.5468825327964	21.9598462491759	13.8028934214422	22.5004342628215	33.4800968037852
FBgn0004397	CG3299	Vinc	Vinculin	0.183916181657848	0.00432043650793651	24	10	1305.39723132245	2365.92576089912	3854.29877636022	4360.52656067	3587.00657922553	2655.06101687315	2414.36510665243	2275.55855912681	4520.01678892667	5318.81547991246	4113.1273673986	2513.52804391117	1906.34546885751	2548.38155154799	4834.29387097836	5901.33509184944	5077.89770613	2941.90976574442	2959.40024976381	2506.49638189664	5246.77525086686	6565.36755876695	5264.89579455547	2959.6224450975	2832.48480854743	3126.64117882113	5360.91031068744	4669.93898718926	4711.04573320275	3354.11003882751	3512.26029228247	3197.22796826109	5121.13873239249	5361.95879519876	4744.21766675765	3542.76797576541	3977.55860069496	3102.81173204934	5484.29528763445	6095.19308841063	5736.04600238341	3409.21689650335	3091.13809963097	2935.05403858018	5978.91071397095	6030.59206280941	5250.40830531014	3312.75624454157	2897.76010267245
FBgn0003068	CG2647	per	period	0.058697547148068	0.000294161856661857	24	14	2107.51531218312	829.159303360976	1252.55845699103	2864.36394843109	4251.90461940591	3796.39364707151	1301.88704360702	784.923680205133	1202.86873577778	3810.64473891649	4742.35338872269	4240.19502683813	1191.46591803594	681.705421336528	1416.50984949779	5095.69493116741	6254.00566732223	4310.01307151405	1234.13671184476	748.192300507865	1505.07964138321	5547.15362745982	6270.87855743947	4526.34772409537	1177.77485291143	789.173928545861	1920.11424516679	5442.68197417183	6951.31657115117	4883.35681924209	1837.95187624629	807.53666508525	1723.34262832301	5604.92904269615	7171.70255524506	4779.11411518433	1708.59690971944	773.967579694634	1897.78336933489	6010.72533496813	6878.99714956666	4393.67717993453	1138.0647788887	780.79236779218	1947.88954725927	6826.37506260097	6065.84077820765	4357.29563512716	1119.85151378178
