FLYBASE	FLYBASECG	SYMBOL	GENENAME	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	logFC	logCPM	LR	PValue	FDR
FBgn0024989	CG3777	CG3777	uncharacterized protein	82.7033194908353	-0.561305664774194	0.10208461012852	-5.4984357002249	3.83175210917458e-08	8.04836002229695e-07	-0.565486987746247	1.895188658889	33.0239349149006	9.10312816550202e-09	2.33127704730423e-07
FBgn0029521	CG17885	Or1a	Odorant receptor 1a	35.0304463403364	-0.412938231040545	0.134997165976893	-3.05886592546118	0.00222176558637083	0.0140000465699078	-0.414949273797667	0.672985620329465	9.80412329751079	0.00174121024129692	0.0117944212808642
FBgn0010019	CG3972	Cyp4g1	Cytochrome P450-4g1	8062.08818697342	4.76352676179786	0.966036771317022	4.9309994228311	8.18099758779272e-07	1.24773240280062e-05	4.74811901520316	8.4534264641908	17.1975139027843	3.36876925776941e-05	0.000376940092884526
FBgn0040373	CG3038	CG3038	uncharacterized protein	59.2050783366818	-0.315950031187716	0.1209081409597	-2.61314108942447	0.00897142577716893	0.0433106431924012	-0.318890182925948	1.40991862969275	6.83623182292828	0.00893270718399831	0.0449120574321973
FBgn0040347	CG3026	mus81	mus81	80.5200357085677	0.284526963121564	0.0858210037354995	3.31535347685372	0.000915273091199191	0.00655964001659965	0.280329356603938	1.84415798138674	10.5631175235297	0.00115366461610708	0.0082762928126469
FBgn0040364	CG11378	CG11378	uncharacterized protein	813.197477717916	-0.160259945905477	0.0477367771357197	-3.35715889344278	0.000787478436679151	0.00575321774714943	-0.163542858208285	5.1540927839106	10.8470840387843	0.000989514521989737	0.00730167187335725
FBgn0024361	CG11415	Tsp2A	Tetraspanin 2A	31.6660359043246	1.84765656169677	0.309509450712232	5.96962889968305	2.37793830618515e-09	6.17232875247733e-08	1.830293003881	0.564883352485822	33.5938346140336	6.79076306119911e-09	1.80171547368878e-07
FBgn0027795	CG14785	CG14785	uncharacterized protein	118.134874801999	1.17091523995794	0.193144841424334	6.06236869347947	1.3413130222591e-09	3.69169428942461e-08	1.16421442658779	2.39947385274956	33.9404943464676	5.6823626090919e-09	1.53423167052608e-07
FBgn0026872	CG14777	CG14777	uncharacterized protein	1012.78581617344	0.15928460467227	0.0575072056004163	2.76981993837512	0.00560872897128869	0.0295004975766079	0.155893472416666	5.46972919395123	7.0725856827739	0.00782722175834068	0.0403276654122577
FBgn0023519	CG3109	mRpL16	mitochondrial ribosomal protein L16	481.743045775329	0.130055085638291	0.0423447107156042	3.07134193244979	0.00213098960929095	0.0134901642285451	0.126489986552734	4.40187327636748	8.25276509347866	0.00406899723674803	0.0237205450599955
FBgn0023510	CG17766	Rbcn-3B	Rabconnectin-3B	2660.37945499575	-0.0993530103010387	0.0361581159446689	-2.74773747761288	0.00600080349076543	0.0311859445656817	-0.102820367900702	6.86110484107994	7.49050364940028	0.00620252059890909	0.0333526246677995
FBgn0023521	CG3587	CG3587	uncharacterized protein	190.173374381968	0.150886279914636	0.0526301384135113	2.86691778632868	0.0041449067211569	0.023202756619077	0.147100039531959	3.07017819771497	7.74849398604171	0.00537573519150187	0.029659442202883
FBgn0025631	CG4322	moody	moody	2560.94833803324	-0.131712910454901	0.0318514272264223	-4.1352278979084	3.54602553770304e-05	0.000376957076582905	-0.135003695122036	6.80602838047708	15.8156878863878	6.98211956547842e-05	0.000713711218763632
FBgn0026088	CG14818	CG14818	uncharacterized protein	828.956897108194	0.118063451840212	0.0294287698235502	4.01183782224335	6.02478847595976e-05	0.000599848482564891	0.113343956062	5.18109596535278	13.098823498037	0.000295481291549061	0.00257987220643292
FBgn0011576	CG3466	Cyp4d2	Cytochrome P450-4d2	949.940851670108	-0.168554470244034	0.0487801696148142	-3.45538917914801	0.000549499032434197	0.00420711569356894	-0.171903834495251	5.37840111426877	11.4108437166323	0.000730166638751693	0.00566737120418453
FBgn0044047	CG14049	Ilp6	Insulin-like peptide 6	2229.58011236368	0.24226749174078	0.0811574889557704	2.98515263172831	0.00283436856805281	0.0170785477663764	0.238999519093751	6.60558642065116	8.58910204255237	0.00338180724629841	0.0205396003836691
FBgn0023550	CG18031	FarO	Fatty acyl-CoA reductase in oenocytes	83.7241766900381	1.32264191353947	0.188718559098207	7.0085418194147	2.40814648052188e-12	1.46912273824449e-10	1.31504004039783	1.91311215016315	45.9988486819932	1.18322503867399e-11	7.08308088776216e-10
FBgn0023541	CG3540	Cyp4d14	Cyp4d14	47.8378492025192	0.448092754089847	0.169361198390724	2.64578166869177	0.00815024018541725	0.0399912912376672	0.44277474771008	1.12957794874348	6.76823695117573	0.00927944596642592	0.046266805552539
FBgn0005670	CG3656	Cyp4d1	Cytochrome P450-4d1	219.519489940289	0.516998579836837	0.116347176482586	4.44358509992906	8.84721391605468e-06	0.000107536313309609	0.51299587892275	3.27483993318885	19.0206875646823	1.29308895821152e-05	0.000160015581934754
FBgn0040376	CG13759	AANATL7	Arylalkylamine N-acetyltransferase-like 7	152.555611219624	0.481659973476368	0.111677803502554	4.312942754693	1.61095840504425e-05	0.000184636540555281	0.476589350926962	2.75265705466246	17.6730443273128	2.6231776470095e-05	0.000303806475248573
FBgn0040333	CG13762	brv3	brivido-3	30.3734986606265	0.659765324857561	0.234919165774908	2.80847806811015	0.00497762727708534	0.0268595572168582	0.650868773762948	0.52093879944645	7.76977208957469	0.00531277518977334	0.0294477782220191
FBgn0011606	CG8590	Klp3A	Kinesin-like protein at 3A	141.075776814473	1.16453938746296	0.237074417794182	4.91212589826528	9.00941698153438e-07	1.36538284571418e-05	1.1564807338305	2.64388478059307	24.3095755737881	8.20302615252034e-07	1.33393182493786e-05
FBgn0024997	CG2681	CG2681	uncharacterized protein	585.364819843805	0.45260176192201	0.0914877186782504	4.94713135774811	7.53151545136588e-07	1.15789494371079e-05	0.4491535986806	4.68027589295268	23.3480013505909	1.3518390199776e-06	2.07498623931818e-05
FBgn0003996	CG2759	w	white	105.451377094145	4.90429295450284	0.215819000304218	22.7241018983026	2.58869097891663e-114	1.23972410980318e-110	4.87547760637774	2.22660875267139	711.324612389698	1.03067259816309e-156	4.93589107260302e-153
FBgn0040384	CG32795	CG32795	uncharacterized protein	1623.61803183487	0.10739265599424	0.0373182104417588	2.87775471339505	0.00400516426738915	0.02253905014868	0.103719944563751	6.14843828191147	7.43544002304513	0.00639517252776251	0.0341622768939818
FBgn0024995	CG2680	CG2680	uncharacterized protein	297.363609455094	0.232693845708545	0.0874343468058302	2.6613551105414	0.00778268282282415	0.0385431934214114	0.228458099033662	3.70785704667023	6.73058119546876	0.00947737146050235	0.0469803064264542
FBgn0024994	CG2675	Ugalt	UDP-galactose transporter	361.484871431597	0.205834760205508	0.044709638747727	4.60381175001045	4.14827462786137e-06	5.39839325892068e-05	0.201939702720013	3.98807360655804	20.0695429680099	7.46764968107766e-06	9.78456205818903e-05
FBgn0004647	CG3936	N	Notch	703.344652342933	-0.146610333173775	0.0545452367519838	-2.68786684051643	0.00719100665695603	0.0361740870589942	-0.150243516414153	4.94315121652655	7.49340682815509	0.00619252914022588	0.0333526246677995
FBgn0029657	CG12535	CG12535	uncharacterized protein	28.3315889537433	0.949172847571514	0.285945195581061	3.31942226076828	0.000902039162948576	0.00647656004701759	0.938461115032281	0.373965506063191	10.8126293934212	0.00100810024619508	0.00741027180203874
FBgn0029639	CG14419	CG14419	uncharacterized protein	2007.70065955628	0.275897648730008	0.0797002279645305	3.46169209017561	0.000536790901694696	0.00412631079970449	0.272327084422503	6.45563982629938	11.6570206043101	0.00063960694591352	0.00506293828756999
FBgn0029665	CG14270	CG14270	uncharacterized protein	240.906158946675	0.214045473335657	0.0690130034620717	3.10152380852824	0.00192527389495692	0.0123760223932197	0.210145642900813	3.40691264704172	9.08610541564821	0.00257558758369496	0.0163478978639034
FBgn0028491	CG2930	CG2930	uncharacterized protein	1054.83579049764	0.192936984693505	0.0731883107984316	2.63617212350854	0.00838471878557172	0.0409321287095851	0.188208240667757	5.5277116381042	6.65328265748339	0.00989733148604838	0.0486635733949545
FBgn0029687	CG5014	Vap33	VAMP-associated protein 33kDa	6065.40086562207	-0.271299848779062	0.0498592572179944	-5.44131348754126	5.28891479589284e-08	1.07324631175978e-06	-0.274910349246731	8.04911244564466	29.0532115506746	7.04172687390351e-08	1.50213051221042e-06
