FLYBASE	FLYBASECG	SYMBOL	GENENAME	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	logFC	logCPM	LR	PValue	FDR
FBgn0024733	CG17521	RpL10	Ribosomal protein L10	20011.2880834163	0.193787278638652	0.0598354104130293	3.23867217256446	0.00120087515927369	0.00465478845630246	0.194948301011787	9.77077367788945	9.99315189387769	0.00157123437580741	0.00612506424561797
FBgn0024989	CG3777	CG3777	uncharacterized protein	82.7033194908353	-2.03670888706434	0.123018575058843	-16.5561085883992	1.44652313876222e-61	2.8275099230744e-59	-2.03231285702955	1.895188658889	309.561587305549	2.72101014196879e-69	6.68252183071206e-67
FBgn0029521	CG17885	Or1a	Odorant receptor 1a	35.0304463403364	0.35551551342031	0.126372147863875	2.81324262845688	0.00490446296438906	0.0156583154243061	0.355948562211803	0.672985620329465	8.22477121139967	0.00413224145711517	0.013892105537469
FBgn0023534	CG17778	CG17778	uncharacterized protein	612.953240411324	0.239333262621923	0.0614099487844809	3.89730438404804	9.72693338702174e-05	0.000512738403857425	0.240381443091834	4.74643719121046	14.588674076971	0.000133715801495922	0.000714294448816474
FBgn0023537	CG17896	CG17896	uncharacterized protein	4494.73345623673	0.18124514105841	0.0755829534315931	2.39796320240975	0.0164865213716144	0.0436209673197024	0.18261200656588	7.61732577552623	5.67582069871623	0.0172002916873717	0.0462708851794654
FBgn0000108	CG7727	Appl	beta amyloid protein precursor-like	20083.0412729221	-0.133606531969243	0.053099662429789	-2.51614654134391	0.0118645840157296	0.0329866431647775	-0.132898652383222	9.77615398022912	5.86639460695366	0.015432627192113	0.042341364435995
FBgn0025638	CG16982	Roc1a	Regulator of cullins 1a	1788.19561313937	0.115919460966453	0.0386972766644027	2.99554570652995	0.00273954241054745	0.00947268491271607	0.117067846228235	6.28848968681436	8.5378322891926	0.00347839640039669	0.0119928296339091
FBgn0040383	CG5254	CG5254	uncharacterized protein	788.715731713818	0.231261416592527	0.0628565185920758	3.67919544022728	0.000233970918213629	0.00112442220504272	0.232401689073139	5.10962966656433	13.2676207191112	0.000270029700680698	0.0013304241116871
FBgn0040382	CG5273	CG5273	uncharacterized protein	19085.1405522686	-0.16843027473671	0.0507758250157045	-3.31713516589077	0.000909456066791952	0.00368787900412079	-0.167155031297203	9.70336353566157	9.48220917900795	0.00207473981554643	0.00775033461517305
FBgn0027343	CG16785	fz3	frizzled 3	214.773083820046	-0.272504290895183	0.0683309183059993	-3.98800861529264	6.66302445606193e-05	0.000368892764393995	-0.270792334814087	3.24133128257408	15.0582772504684	0.000104242110640493	0.00057489540578125
FBgn0015799	CG7413	Rbf	Retinoblastoma-family protein	1444.54958580585	-0.122993416803435	0.0395648110554978	-3.10865674629184	0.00187939924808917	0.00684444334532245	-0.12179935498314	5.9817424718689	8.55500044128456	0.00344574419191118	0.0119016725099622
