FLYBASE	FLYBASECG	SYMBOL	GENENAME	ENTREZID	BH.Q	ADJ.P	PER	LAG	AMP	INC1_ZT00	INC1_ZT04	INC1_ZT08	INC1_ZT12	INC1_ZT16	INC1_ZT20	INC1_ZT24	INC1_ZT28	INC1_ZT32	INC1_ZT36	INC1_ZT40	INC1_ZT44	WAKED2_ZT00	WAKED2_ZT04	WAKED2_ZT08	WAKED2_ZT12	WAKED2_ZT16	WAKED2_ZT20	WAKED2_ZT24	WAKED2_ZT28	WAKED2_ZT32	WAKED2_ZT36	WAKED2_ZT40	WAKED2_ZT44	WT2U_old_ZT00	WT2U_old_ZT04	WT2U_old_ZT08	WT2U_old_ZT12	WT2U_old_ZT16	WT2U_old_ZT20	WT2U_old_ZT24	WT2U_old_ZT28	WT2U_old_ZT32	WT2U_old_ZT36	WT2U_old_ZT40	WT2U_old_ZT44	WT2U_ZT00	WT2U_ZT04	WT2U_ZT08	WT2U_ZT12	WT2U_ZT16	WT2U_ZT20	WT2U_ZT24	WT2U_ZT28	WT2U_ZT32	WT2U_ZT36	WT2U_ZT40	WT2U_ZT44
FBgn0024989	CG3777	CG3777	uncharacterized protein	30979	0.154415642435728	0.0089799031986532	24	0	56.7405200526046	33.643898434804	37.2310369381622	15.7490801288307	24.7453963173927	23.2166930471594	45.5540586160835	26.7470716714724	31.4001878817492	13.4059621421864	19.2043848519023	15.0932428577532	37.3230287577525	81.2062884350723	92.6179516979325	67.7641256648433	46.4253142575883	56.745697711767	95.6975065512398	85.5673202812342	84.0139758974971	68.9730012739798	40.0660519124953	71.5762817816286	106.491234768653	143.48616882652	141.930303233026	136.602746398998	58.1022623787642	72.279853136961	173.647863891076	137.847023084616	153.651622383409	121.485123748694	43.2940067212604	80.8130083617176	123.761546780483	165.437016287493	140.274879469198	126.701630163746	51.544855657284	64.5995195227483	171.163129095811	154.118667662898	121.112303456535	103.524989460401	47.7792464588385	64.905098835062	151.237678665375
FBgn0029525	CG18273	CG18273	uncharacterized protein	30991	0.580104171272871	0.0968455387205387	28	8	20.1993852168469	466.67342990212	506.16481170692	472.472403864922	503.51502071912	493.122560321666	357.239722831392	431.039347321036	409.812708507958	429.828661183852	447.349200079606	513.170257163609	371.794786471457	466.936158501666	491.238351652759	419.133666149216	446.714690523017	461.058793908107	410.777032837869	418.445066253353	426.217243577546	401.767732420932	465.63249519927	440.819005258284	428.695483555861	464.391046404751	462.28727338757	447.30703232613	492.440486062641	471.849378343532	378.023539087981	451.603306971242	370.16072665094	396.64373736753	518.521243289514	463.513691637897	376.097589382912	450.034960390452	441.639620522378	474.708774346837	482.952886701943	446.737522333372	421.673404130077	419.293434082883	434.995023248055	499.847928909814	465.051332199361	480.297731379459	427.159855772432
FBgn0025620	CG13360	CG13360	uncharacterized protein	31025	0.154415642435728	0.0089799031986532	28	4	209.744196293774	1800.49120978516	1984.76885010822	1450.88400686853	1555.73230760651	1692.03258927698	1499.68756128212	1882.58235226133	2073.21753321806	1865.94235566557	1760.02538819199	1672.33130863905	1454.16262044628	1917.96431238098	2195.59026672158	1690.75676504504	1564.01725365564	1293.62457752294	1335.25105838947	1890.8290774341	1853.43027315332	1588.96551684931	1661.1168549667	1451.97600185589	1317.94280294881	1230.29694757334	1392.94454744413	1367.36670660173	574.355151055653	524.638035128953	485.213578526917	1267.36964507647	1496.35727707479	1205.50622796781	529.596454311232	496.953557166884	331.405919712182	2045.40311046355	2029.00825658027	1707.09329707288	1744.68130996503	1440.29632964099	1217.41192482716	1844.89110996469	1945.87100886833	2093.50534242144	1640.42079508679	1585.41521421112	1304.56928925094
FBgn0025633	CG13366	CG13366	uncharacterized protein	31004	0.763716822036878	0.15763918951419	24	22	261.772961855995	1780.95604295204	1432.50846885881	1702.86928892982	1203.91732518097	1566.66244682232	1436.15163742284	1684.03678177694	1456.4856378996	1521.57670313816	1331.88057296428	1539.51077149083	1158.44939259639	1976.73202111689	1645.33067133974	1717.52777765337	1514.49691844755	1869.94806990807	1770.40387119794	1927.35171413951	1653.64094022634	1705.35745649915	1551.74736190827	2015.49720445411	1796.69826866087	1817.81463884949	1467.96485058158	1150.40940349744	1390.64431267206	1607.21156582074	1609.99439237282	1583.18334721809	1266.7528640814	1441.20813472809	1380.37402825228	1713.79310836056	1511.95356316823	2062.75664364056	1632.61859717699	1680.06361597128	1558.67161346265	2008.95407191871	1841.98731642843	2114.59877837476	1652.17367298623	1452.48697333835	1499.20657777511	1813.01576079273	1855.25915736837
FBgn0040397	CG3655	CG3655	uncharacterized protein	31056	0.318210812061247	0.0324589646464646	28	22	198.014097187311	1284.97986280026	1137.31953313481	1535.535312561	967.222229971131	1152.47664286099	1467.32020384438	1166.58381828653	1122.35543351688	1168.83232427188	899.217078947895	1165.19834861855	1403.92008173392	1228.77936447807	1189.50506592443	1141.1144124302	1008.97682986492	1198.75286416108	1421.01769161935	1258.46571047766	1218.20265051371	1164.78155901433	964.833844703604	1304.27891246523	1437.17657862995	1198.30340992959	1064.47727424769	1070.05484679215	1010.59836694867	1213.32697288337	1289.13887431894	1076.029747362	972.544928040442	1175.39453062839	835.675013456887	1296.72367440181	1281.61957332678	1346.63417453596	1152.06401009219	1251.81210601782	1017.45062906117	1399.352972197	1600.54528664427	1399.53348943881	1169.74299755104	1227.65997602536	1011.85826389496	1329.25642414207	1590.88184122814
FBgn0040360	CG14626	CG14626	uncharacterized protein	31064	0.435340212761592	0.0572696458633959	24	8	8.39190407204112	6.511722277704	12.4103456460541	29.5295252415576	39.8078114671099	36.2180411535687	38.3613125188072	16.4597364132138	20.9334585878328	36.028523257126	29.3714121264388	19.1181076198207	57.4200442426961	34.1921214463462	19.976420954456	15.0586945921874	19.601799353204	23.0529396954053	28.8898132984875	30.2616132701926	15.3684102251519	17.2432503184949	28.1545229655373	29.5394178781325	20.934174356231	25.207029658713	42.5790909699078	38.8380357408915	7.61996883655924	4.87279908788501	6.43140236633616	30.861273824914	27.9366586151653	33.2267005124633	7.04786155927495	6.50219607508072	10.3134622317069	41.6484796248234	35.294969672895	43.0785542556738	30.2545891901449	30.9349811799076	24.9376744378003	30.5970884330753	50.4634597735563	50.1939342838307	39.2851581994894	27.6928421696265	26.5531802236917
FBgn0025641	CG14622	DAAM	Dishevelled Associated Activator of Morphogenesis	31075	0.0450181415806416	0.000794327200577201	24	10	547.247553878072	2618.79764268329	3021.91916481417	2578.91187109603	2697.2481985958	2871.44059607268	2320.85940738784	2501.8799348085	2861.44276235222	2976.12359556538	2835.47093989851	2684.58479629904	2204.92969891953	2621.03980962148	3081.81694179199	2775.81936982654	3370.47781510091	3082.88735849709	2881.75887652413	2626.49933107154	3135.15568593099	3749.54478175673	3437.01753433136	3102.77500866076	2616.77179452888	2907.53392101847	3507.70606561621	3222.21772388224	3194.67193472746	3049.5600958347	3071.35193005698	2744.59595216235	3378.58965127155	3244.79497192024	3603.47093152072	3265.96019999769	3318.87214616328	2935.06091133825	3270.66718968827	3632.1133980274	3856.89985157329	3488.37405422841	2749.94537209561	2705.00926258336	3533.45145334441	3850.29304235551	3707.66952520587	3227.94691539708	2454.43744154646
FBgn0025381	CG14782	rush	rush hour	31105	0.580104171272871	0.0968455387205387	28	8	127.555970084352	1353.35294671615	1593.84296225752	1429.22902169139	1562.18762838496	1570.37711770986	1683.10258676267	1449.48553788864	1770.48751671709	1876.8346999061	1753.24737000896	1672.33130863905	1357.98404633976	1709.60607231731	1727.05239342615	1446.471274994	1766.22528908869	1555.18677791311	1822.76665780144	1474.47101899249	1641.34621204622	1861.40887188153	1614.55360544677	1556.50009588621	1781.22518326714	1849.80817649325	1899.83848756208	1933.86633137405	1828.79252077422	1819.17832614374	1852.95848176774	1845.50417472986	2217.47227757875	2079.783785202	1847.54656589565	1836.40594863351	2064.06757463894	1615.03548767371	1811.80844320861	1784.80363023998	1804.06994800494	1630.45547865866	1743.37014933349	1450.52863682727	1751.0820541424	1744.23921636312	1870.82293912163	1702.24439211423	1609.35361877506
FBgn0024897	CG3100	b6	b6	31124	0.0450181415806416	0.000794327200577201	24	0	114.510683284122	96.590547119276	67.3704477928649	41.3413353381806	33.3524906886597	44.5760506505461	115.083937556422	109.045753737541	64.4106418087164	37.7042685248993	38.4087697038046	55.3418904784284	81.823563045842	180.577141388516	123.49060226391	32.627171616406	33.0135568053962	78.0253343536796	195.909046430368	193.048222585711	82.9894152158203	42.2459632803126	33.5688543050637	57.9427042994136	212.072288043558	259.826305712888	155.109545676093	60.2659175289695	53.3397818559147	194.099830334086	853.232713933931	377.536249791448	142.302354820998	79.9517481081147	40.2734946244283	274.950005460556	919.273266919475	283.441041891159	138.464881024434	54.9040397376235	41.4599925939023	80.9768625003464	272.047357503276	209.646717041442	132.214264606718	39.736864641366	50.9645295560944	56.2510856570538	242.442080303272
FBgn0023508	CG3573	Ocrl	Oculocerebrorenal syndrome of Lowe	31157	0.102175656476582	0.00432043650793651	24	10	273.667533565667	1586.68966166721	1744.54001653103	1659.55931857554	1683.76283637911	1508.15638034348	1566.81985819003	1528.69801937723	1802.69283762145	1880.18619044164	1795.04514880428	1670.31887625802	1406.79108394605	1510.86436641042	1837.83072780995	1976.8719622966	1789.95378304257	1686.41120387158	1732.48599124367	1617.4310540965	1870.84780474183	2113.16032653156	1844.12125424269	1623.53185184043	1591.90743256731	1581.25636051388	1941.40379065175	1782.53191624574	1732.59041421266	1707.10394712238	1907.26810175013	1528.66176346074	1820.24791289436	1837.85187209562	1856.60810218614	1721.22418958923	1949.93192594138	1494.71765764644	1952.08332267781	2059.32382892809	1880.26669115049	1777.85156545704	1670.82418733262	1559.31828458932	2047.80719761091	2100.82529117116	1695.63236877256	1606.18484583834	1476.5877176566
FBgn0025625	CG4290	Sik2	Salt-inducible kinase 2	31170	0.0316571040798569	0.000294161856661857	24	10	354.114329792085	1924.21393306153	2277.29842605092	2002.10181137761	2290.56298955343	2291.02326989369	1992.39066894555	2036.89238113521	2266.44945864421	2594.89154714696	2557.57219439452	2376.68264200087	1797.24738479639	2000.23910461126	2463.45591133814	2483.0114194229	2489.4285178569	2502.13060847823	2304.86541721995	2081.79029220808	2479.43684965784	2722.70922529035	2844.68968578717	2447.22715805759	2234.49556715422	1996.20284874192	2244.52636684228	1959.31194099739	2096.44392615836	2169.20772729014	2196.68120823526	1898.99704935971	2299.53621226079	2168.04220843823	2435.5395874123	2357.51051979355	2308.84041160479	2129.85697192499	2520.42283433366	2680.16181673045	2980.63730539946	2533.93889958949	2142.37294033829	2150.86199429544	2623.09063902946	2810.86031989452	2727.66409228347	2342.64136728684	2079.22946012473
FBgn0026878	CG4325	CG4325	uncharacterized protein	31167	0.224604862807152	0.0175406595719096	28	14	23.2087162845267	142.172603063204	161.334493398703	218.518486787526	223.784453652942	249.811617187435	255.34248645331	148.137627718924	214.165384013982	274.822223914821	229.322948525657	252.560263819737	238.293183607189	130.357463014195	161.627405904235	125.489121601562	150.62435292462	192.40338130396	196.811853095946	124.176964798376	154.708662933196	180.191965828272	165.678538989508	189.733953294158	199.329747131069	189.052722440347	192.619697244821	326.77519726819	171.449298822583	173.796500801232	110.048440490641	239.689226706832	275.874503824757	206.628543811881	151.025604841606	144.906083958942	149.88898443414	134.200656568875	163.804859251128	155.420666334196	199.456180586881	193.798558568245	191.566680908557	163.184471643068	103.954727133526	149.536095887246	204.919879256796	247.504776891037	180.099831082431
FBgn0052801	CG32801	CG32801	uncharacterized protein	31152	0.435340212761592	0.0572696458633959	24	8	25.0274903700384	28.217463203384	48.7549293237838	29.5295252415576	47.3390190419686	24.1453607690458	25.1746113404672	33.9482063522535	70.851705989588	56.9753391042922	41.7977787953167	25.155404762922	35.8875276516851	24.5755872895614	55.3891671919008	49.3590544966143	47.456987907757	30.1461519093762	35.2094599575316	27.1311015525865	78.8911724891131	70.6973263058293	55.2261796631693	29.5394178781325	31.8563522812211	30.0545353623116	93.2684849817027	73.6583436465183	60.0072545879041	41.4187922470226	52.8804194565418	41.1483650998854	104.76246980687	63.3383978518831	104.711086023514	40.8709467576503	48.8170545634127	23.138044236013	97.7399160172477	43.9232317900988	52.6653959976597	34.574390730485	24.9376744378003	37.3964414182031	110.010342306353	79.4737292827319	56.2733347181876	33.7506513942323	23.089721933645
