FLYBASE	FLYBASECG	SYMBOL	GENENAME	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	logFC	logCPM	LR	PValue	FDR
FBgn0031080	CG12655	CG12655	uncharacterized protein	92.4077756728922	0.656564408874931	0.120424830644899	5.45206835964723	4.97873087765109e-08	6.76401196399179e-07	0.661166266876722	2.05102893335501	28.6947165886024	8.47345935304898e-08	1.17124670230779e-06
FBgn0024733	CG17521	RpL10	Ribosomal protein L10	20011.2880834163	-0.183476546517363	0.0598412462282627	-3.06605490496466	0.00216903480876819	0.00905776611683174	-0.177850220364675	9.77077367788945	8.29462772609101	0.0039762530589102	0.0157700007446136
FBgn0040372	CG2995	G9a	G9a	1195.21466992467	-0.163985653816897	0.0475540741454443	-3.44840388050341	0.000563910136704316	0.00283226601434396	-0.158635698913752	5.70749542263709	10.8191542449054	0.00100455367489327	0.00487911516132238
FBgn0023537	CG17896	CG17896	uncharacterized protein	4494.73345623673	0.197760664055271	0.0755375555221981	2.61804426537414	0.00884353323477586	0.029298983508365	0.203070678937331	7.61732577552623	7.01208319202167	0.0080961421706859	0.0283839127784881
FBgn0052816	CG32816	CG32816	uncharacterized protein	188.826524659478	-0.201290032364124	0.0644818155485727	-3.12165578235769	0.00179837073239186	0.00768278094328688	-0.195514546792521	3.05456943980997	8.89752397687012	0.00285557609121545	0.0120170069427336
FBgn0040370	CG13375	CG13375	uncharacterized protein	1072.24541830354	-0.167243688069672	0.064118608141507	-2.6083486980967	0.00909802223904337	0.0300071821644481	-0.162044115189366	5.55007923186507	6.35244022462524	0.0117219950658504	0.0383185217545104
FBgn0000108	CG7727	Appl	beta amyloid protein precursor-like	20083.0412729221	-0.199664447766049	0.053090596541335	-3.76082509471512	0.00016935381911985	0.000995135508914063	-0.194425769504277	9.77615398022912	12.5539651044553	0.000395366493404517	0.00219780631098576
FBgn0025638	CG16982	Roc1a	Regulator of cullins 1a	1788.19561313937	0.102515086935995	0.0385108629765137	2.66197843965519	0.0077682854119952	0.0264033490688751	0.108125286398697	6.28848968681436	7.35113289774878	0.00670205101203853	0.0244262726762957
FBgn0027343	CG16785	fz3	frizzled 3	214.773083820046	-0.418004485874258	0.0679917619285061	-6.14786959505172	7.85305542926684e-10	1.42997271675889e-08	-0.412232610063442	3.24133128257408	35.2195389979825	2.94553399376127e-09	5.20759458626243e-08
FBgn0015799	CG7413	Rbf	Retinoblastoma-family protein	1444.54958580585	0.186108938233253	0.0389971345544689	4.77237469776931	1.82066379653657e-06	1.75966880355472e-05	0.19148996360878	5.9817424718689	21.6791265872706	3.22279080949186e-06	3.13698072899522e-05
FBgn0025620	CG13360	CG13360	uncharacterized protein	1499.03945583889	-1.01871055391318	0.114531771252471	-8.89456735692631	5.86473295256178e-19	4.35445055966176e-17	-1.01386847500685	6.03288463447342	74.8173330522033	5.16343883184942e-18	3.77522268179037e-16
FBgn0025639	CG13363	Hmt4-20	Histone methyltransferase 4-20	3605.14157605995	-0.131030258487415	0.0383733974055005	-3.41461187558632	0.000638729565556965	0.00313775184258041	-0.125553866191675	7.29923171435439	9.78665568002077	0.00175782877828434	0.00788594100159597
FBgn0025633	CG13366	CG13366	uncharacterized protein	1626.51738196712	-0.235276079873749	0.0444340287437389	-5.29495268661413	1.19047229376159e-07	1.47881307240585e-06	-0.229640068270524	6.15178995818938	24.9243718598366	5.96238761876275e-07	6.83107040819493e-06
FBgn0040397	CG3655	CG3655	uncharacterized protein	1208.07345287492	-0.195617281666152	0.0385901325303353	-5.06910105873255	3.99698975120593e-07	4.42751565579912e-06	-0.189989054590293	5.7228717160615	22.9335509279791	1.67699089032623e-06	1.75001510780551e-05
FBgn0040349	CG3699	CG3699	uncharacterized protein	629.631922999627	1.04504318485972	0.138683944724771	7.53543019657892	4.8672750372496e-14	1.68298773670674e-12	1.05031408164641	4.78767798335043	54.342470230705	1.68422125896113e-13	5.80268748860781e-12
FBgn0040364	CG11378	CG11378	uncharacterized protein	813.197477717916	-0.200962806859461	0.047726202722528	-4.21074368786104	2.54531399129443e-05	0.000186099369531435	-0.195195772823943	5.1540927839106	15.4654874296915	8.40255720404739e-05	0.000568359413138177
FBgn0040360	CG14626	CG14626	uncharacterized protein	27.0169710381077	-0.928976843200811	0.285885583882084	-3.24947075185146	0.00115619967271282	0.00524824235593603	-0.919787394833536	0.309095246918035	10.2873751567023	0.00133943492530751	0.00624591417458391
FBgn0024361	CG11415	Tsp2A	Tetraspanin 2A	31.6660359043246	1.40620687848828	0.31130621800377	4.51711786390096	6.26870165414804e-06	5.40915535526396e-05	1.40166530892321	0.564883352485822	19.7994263079735	8.60084877274666e-06	7.61357944042214e-05
FBgn0024365	CG12773	CG12773	uncharacterized protein	1241.0746950426	0.230542258001742	0.030962481067534	7.44585866678102	9.63158766514574e-14	3.18108091919882e-12	0.235996849186661	5.76273055019817	49.6691814740933	1.81982163441854e-12	5.36315434291102e-11
FBgn0024366	CG11409	CG11409	uncharacterized protein	39.7637030242447	-0.343816921705433	0.133865702199976	-2.5683720030977	0.0102177438848802	0.0330850408821443	-0.33657553294501	0.86456257052006	6.49177014427331	0.0108375010918353	0.0360209462422821
FBgn0026876	CG11403	CG11403	uncharacterized protein	109.36844053667	0.282023894573491	0.073147740084156	3.85553804190019	0.000115475370803844	0.000714485207725591	0.287463041809421	2.28793295317622	14.730977024121	0.000123992264526527	0.000800807761048602
FBgn0025381	CG14782	rush	rush hour	1721.29818419459	0.170553986391675	0.0439417589915749	3.8813645676855	0.000103871991873712	0.000649403353894526	0.176118716129369	6.23423064711538	14.8992609764638	0.000113407404161898	0.000741950899632966
FBgn0024897	CG3100	b6	b6	147.151477684519	0.872439451282007	0.176820401494183	4.93404292666256	8.05447255696954e-07	8.29524066136068e-06	0.876938231967281	2.73234745970286	23.1981966214952	1.46134303725252e-06	1.53810369349502e-05
FBgn0025391	CG14808	Scgdelta	Sarcoglycan delta	529.174672103269	-0.125101104693438	0.036977641896742	-3.38315528726186	0.000716581020510582	0.00347338715306192	-0.119415937311581	4.53524731027806	9.64181063197617	0.00190197656988847	0.00842605531285466
FBgn0023530	CG3740	CG3740	uncharacterized protein	322.316811696507	0.413750146721431	0.112171504031031	3.68854951438445	0.000225536139097231	0.00128124860039934	0.418062275064043	3.8224306802642	13.567693571569	0.000230111959577809	0.00138009539689183
FBgn0023519	CG3109	mRpL16	mitochondrial ribosomal protein L16	481.743045775329	0.123299922772445	0.0422402802343225	2.91901289689498	0.00351141695901708	0.0134791991470827	0.128889491473439	4.40187327636748	8.61351046150699	0.00333678563653183	0.0136172700582454
FBgn0023522	CG11596	CG11596	uncharacterized protein	590.544137971397	-0.120871102709984	0.0411864431920042	-2.93473029818339	0.00333837716435147	0.0129926763430144	-0.114605761657548	4.69286722017823	7.1007921984735	0.00770498897488882	0.0272923019236261
FBgn0025630	CG4061	Rtca	RNA 3'-terminal phosphate cyclase	455.215709461486	0.186332914859981	0.0566251727544619	3.29063746380004	0.000999606486918626	0.00464768491830417	0.191923123912487	4.32053089743896	10.9967803707718	0.000912702972574766	0.00449684623010345
FBgn0025628	CG4199	CG4199	uncharacterized protein	2706.50854198295	0.575048527020726	0.0563862737192355	10.1983778868607	2.01611528744497e-24	2.68199336432611e-22	0.580379923596633	6.88679642704965	103.702858858167	2.3505181213127e-24	3.6311713816021e-22
FBgn0025625	CG4290	Sik2	Salt-inducible kinase 2	2319.02885650936	-0.176769660276898	0.0417286112046224	-4.23617405837165	2.27360557709116e-05	0.000168680048159405	-0.171092595037142	6.66354341737164	14.985017257923	0.000108368182006849	0.000711900169589575
FBgn0025631	CG4322	moody	moody	2560.94833803324	0.253058683101937	0.0315050128325979	8.03233074198593	9.56381285108388e-16	4.48954007639472e-14	0.258551201307225	6.80602838047708	59.1049893529649	1.49479748454451e-14	6.0156177760367e-13
FBgn0023512	CG3806	eIF2Bepsilon	eukaryotic translation initiation factor 2B subunit epsilon	535.090569885001	0.148536980348706	0.056678563103293	2.62069064944372	0.00877518492018576	0.0291027427858515	0.153912747786239	4.55276616538039	6.94192813064313	0.00841983048984894	0.0292722818264149
FBgn0023511	CG3810	Edem1	ER degradation enhancer, mannosidase alpha-like 1	1458.55321103378	-0.303599611225055	0.0315939851412535	-9.60941172402569	7.29646533388648e-22	7.85230842336683e-20	-0.297830060290474	5.99471804354955	77.3501562904	1.43183388513183e-18	1.16221228405022e-16
FBgn0052801	CG32801	CG32801	uncharacterized protein	49.4825803155611	0.335393988929256	0.12673722932562	2.64637305639326	0.00813600356080607	0.0273686909038001	0.340500611643567	1.18031189576721	7.07011081892853	0.00783804074384174	0.0276816940429632
FBgn0023518	CG3848	trr	trithorax-related	1341.79898374854	-0.221208762654259	0.0594359168644447	-3.72180281426076	0.00019780546761399	0.00114269045163257	-0.215825703374466	5.8746618221472	13.0439736774138	0.000304261848038941	0.00175344162485979
FBgn0026088	CG14818	CG14818	uncharacterized protein	828.956897108194	0.12213427755842	0.0292977318454062	4.16872808457937	3.06304145815113e-05	0.00022025383698327	0.127773479614762	5.18109596535278	16.7705621691341	4.21826523743214e-05	0.000310311401260561
FBgn0023515	CG14814	CG14814	uncharacterized protein	171.266550633751	0.167571726958689	0.0650825372262615	2.57475713302511	0.0100310494699298	0.0325134997708925	0.172554792254675	2.92261955608415	6.62376913009207	0.0100626658662561	0.0339390629676059
FBgn0028969	CG14813	deltaCOP	Coat Protein (coatomer) delta	2144.34092557923	0.105894583970139	0.0377802376573402	2.80290941869089	0.00506438909723855	0.0183798136277152	0.111473155851839	6.5505741994162	7.82290880907031	0.00515881009659702	0.0197328606650185
FBgn0025624	CG4025	CG4025	uncharacterized protein	640.186246210155	0.153998144874317	0.0453691237451101	3.39433809080157	0.00068794705293761	0.00334981095917983	0.159692174217395	4.81009862833969	11.5445657489719	0.000679475689529823	0.00351784765098197
FBgn0023540	CG3630	CG3630	uncharacterized protein	1388.8864525904	-0.198181532864225	0.0486128266711535	-4.0767333733717	4.56728134884051e-05	0.00031494183411947	-0.192509055652331	5.92407898268767	15.1849976461817	9.74747623554748e-05	0.000648793102043598
FBgn0011576	CG3466	Cyp4d2	Cytochrome P450-4d2	949.940851670108	0.188860747562211	0.0482856199908887	3.91132489544191	9.17911943442276e-05	0.000583007996968841	0.194597494912751	5.37840111426877	14.8951298950959	0.00011365602456092	0.000743069899825589
FBgn0015036	CG10755	Cyp4ae1	Cytochrome P450-4ae1	95.7606494701738	-0.28812435624948	0.0885178281704672	-3.2549867321034	0.00113397663351925	0.00516137855910184	-0.28096692138037	2.09157183585853	9.70306305848591	0.00183961120540476	0.00820670522839629
FBgn0003048	CG3443	pcx	pecanex	1204.31587427125	-0.231138240482881	0.0606498506186029	-3.81102736652058	0.000138390443966181	0.000832080145830562	-0.22592411297971	5.71825106622427	13.9269103760268	0.000190057855189019	0.0011623034513697
FBgn0023529	CG2918	CG2918	uncharacterized protein	4169.30603586239	0.182426125261619	0.0497152977852821	3.66941632431748	0.000243104893046985	0.00136968156800237	0.187668137592369	7.50887228269588	13.7886009086196	0.00020457370610407	0.00123934658890878
FBgn0023525	CG3191	CG3191	uncharacterized protein	543.577478873599	-0.134648720868584	0.0494236128462767	-2.72438037436447	0.00644222634817504	0.0226020673856486	-0.128843709846007	4.57420069031136	6.3893953984426	0.0114804124590901	0.0377737514713722
FBgn0023541	CG3540	Cyp4d14	Cyp4d14	47.8378492025192	0.491036066224914	0.168867364469623	2.90782098582018	0.00363956615276798	0.013893887848231	0.49564066100859	1.12957794874348	8.57336578891509	0.00341115985470584	0.0138499741790473
FBgn0013432	CG3717	bcn92	bcn92	751.257572314573	0.22389302296775	0.0367217011531242	6.09702208604519	1.08062594198895e-09	1.90612067631126e-08	0.22942190675339	5.03990055504541	35.2319810620794	2.92677556514758e-09	5.19123265981176e-08
FBgn0040333	CG13762	brv3	brivido-3	30.3734986606265	0.764996131614915	0.234123257734729	3.26749311032433	0.00108504507379769	0.00499642390232416	0.766593320524049	0.52093879944645	10.6672592726985	0.00109048575097276	0.00523018153370911
FBgn0040377	CG8310	Vha36-3	Vacuolar H[+] ATPase 36kD subunit 3	491.812246435376	0.14560474541013	0.0517140998643974	2.81557149388519	0.00486905619081596	0.0177931400975335	0.151147285183429	4.42992694234572	8.24431926293191	0.00408797373475068	0.0161152242929581
FBgn0003371	CG2621	sgg	shaggy	11046.8401688831	-0.182855650829726	0.0439731122546908	-4.1583513527683	3.2055271914844e-05	0.000228781963040519	-0.177581433551976	8.91391990758808	15.0899812796718	0.000102505877512527	0.000678508151219755
FBgn0024996	CG2677	eIF2Bbeta	eukaryotic translation initiation factor 2B subunit beta	774.357806312451	0.115565468024216	0.0436819668382608	2.64561045183965	0.00815436609180975	0.0274140113820126	0.120917101884727	5.08409212822782	6.85034821146675	0.008862399810721	0.0305676673396472
FBgn0000928	CG2706	fs(1)Yb	female sterile (1) Yb	26.840167785975	0.904079031872964	0.173588451735564	5.20817498418728	1.90707038526011e-07	2.26343496282792e-06	0.90836595413877	0.354968775652183	28.7041116031971	8.43245095065743e-08	1.16882800586681e-06
FBgn0003996	CG2759	w	white	105.451377094145	-1.0605027449913	0.298083260480238	-3.55774001962653	0.000374059257311508	0.00198873088955805	-1.0333898118576	2.22660875267139	14.1466811752461	0.000169095140616811	0.00105100146452162
FBgn0040384	CG32795	CG32795	uncharacterized protein	1623.61803183487	-0.207804989581323	0.0375890688454546	-5.52833565619042	3.23283071915555e-08	4.5602433914686e-07	-0.202232809899727	6.14843828191147	27.8682808314031	1.29861281414212e-07	1.71560186673838e-06
FBgn0024998	CG2685	CG2685	uncharacterized protein	458.613122696829	0.134046598164256	0.0469101699405208	2.85751678866692	0.00426970046544071	0.0159125257034985	0.139532894473631	4.33122465812369	8.38471222505171	0.0037839011614854	0.0151072135576103
FBgn0024992	CG2658	Spg7	Paraplegin	1168.11911227871	0.234012217192643	0.0387622597413864	6.03711493483413	1.56893977779587e-09	2.68344735566587e-08	0.239466919894511	5.67549987265878	34.905762699734	3.46055118967052e-09	6.03736963472937e-08
FBgn0000092	CG2650	CG2650	uncharacterized protein	35.1448654924913	0.484991980313617	0.148575046913235	3.26428959902563	0.00109738934861909	0.0050314960177471	0.489347705743238	0.70947794102963	10.9528649368971	0.00093458998884514	0.00458581091862641
FBgn0004647	CG3936	N	Notch	703.344652342933	-0.349523307032546	0.0547943910534398	-6.37881542823725	1.78462960407508e-10	3.66806488150883e-09	-0.344075046255362	4.94315121652655	38.9209791065513	4.41312341401436e-10	9.35152567686494e-09
FBgn0028746	CG18508	CG18508	uncharacterized protein	526.984684452773	-0.159443262212063	0.0518565102754745	-3.07470096551158	0.00210713707106521	0.00885570814684626	-0.153743286452355	4.52736161462267	8.70648989510585	0.00317079156709315	0.0131017435848223
FBgn0029648	CG3603	CG3603	uncharacterized protein	256.333724157421	0.481146483003746	0.103447296519261	4.65112670116187	3.30126417233015e-06	3.01712864910097e-05	0.48641201557702	3.49636413450744	21.4667534748691	3.60016723800256e-06	3.45861602864478e-05
FBgn0028369	CG3653	kirre	kin of irre	688.313141320204	-0.189034120900398	0.0555525613751338	-3.40279757082474	0.000666996784845397	0.00325445502050393	-0.183584022684676	4.91236695270219	10.9628363299122	0.000929574229130032	0.00456822060882886
FBgn0029664	CG10802	CG10802	uncharacterized protein	657.869028532912	0.378828486982089	0.0687412908730189	5.51093065275532	3.56941343405323e-08	4.97639619670477e-07	0.383597882059876	4.84949114518892	30.2156018595278	3.86587075395507e-08	5.67903528855547e-07
FBgn0023215	CG13316	Mnt	Mnt	1513.33652613694	-0.32592579751975	0.0967449276761565	-3.36891871593261	0.000754636798041267	0.00363760002598855	-0.321089801292623	6.04669730526785	11.014608588674	0.000903966123835135	0.00446528495827381
