FLYBASE	FLYBASECG	SYMBOL	GENENAME	baseMean_INC1	log2FoldChange_INC1	lfcSE_INC1	stat_INC1	pvalue_INC1	padj_INC1	logFC_INC1	logCPM_INC1	LR_INC1	PValue_INC1	FDR_INC1	baseMean_WAKED2	log2FoldChange_WAKED2	lfcSE_WAKED2	stat_WAKED2	pvalue_WAKED2	padj_WAKED2	logFC_WAKED2	logCPM_WAKED2	LR_WAKED2	PValue_WAKED2	FDR_WAKED2
FBgn0024989	CG3777	CG3777	uncharacterized protein	82.7033194908353	-2.03670888706434	0.123018575058843	-16.5561085883992	1.44652313876222e-61	2.8275099230744e-59	-2.03231285702955	1.895188658889	309.561587305549	2.72101014196879e-69	6.68252183071206e-67	82.7033194908353	-0.561305664774194	0.10208461012852	-5.4984357002249	3.83175210917458e-08	8.04836002229695e-07	-0.565486987746247	1.895188658889	33.0239349149006	9.10312816550202e-09	2.33127704730423e-07
FBgn0029521	CG17885	Or1a	Odorant receptor 1a	35.0304463403364	0.35551551342031	0.126372147863875	2.81324262845688	0.00490446296438906	0.0156583154243061	0.355948562211803	0.672985620329465	8.22477121139967	0.00413224145711517	0.013892105537469	35.0304463403364	-0.412938231040545	0.134997165976893	-3.05886592546118	0.00222176558637083	0.0140000465699078	-0.414949273797667	0.672985620329465	9.80412329751079	0.00174121024129692	0.0117944212808642
FBgn0040347	CG3026	mus81	mus81	80.5200357085677	0.336162461774153	0.0865949667900059	3.88200924644214	0.000103596937255747	0.000541917785382603	0.33718278293902	1.84415798138674	14.9662645848278	0.000109450520879668	0.000598696224434869	80.5200357085677	0.284526963121564	0.0858210037354995	3.31535347685372	0.000915273091199191	0.00655964001659965	0.280329356603938	1.84415798138674	10.5631175235297	0.00115366461610708	0.0082762928126469
FBgn0040364	CG11378	CG11378	uncharacterized protein	813.197477717916	-0.422725398502372	0.0484801133107339	-8.71956292248963	2.79277753832636e-18	1.03278854293783e-16	-0.421369832941347	5.1540927839106	69.9416533236124	6.10848338782639e-17	2.22460280945251e-15	813.197477717916	-0.160259945905477	0.0477367771357197	-3.35715889344278	0.000787478436679151	0.00575321774714943	-0.163542858208285	5.1540927839106	10.8470840387843	0.000989514521989737	0.00730167187335725
FBgn0024361	CG11415	Tsp2A	Tetraspanin 2A	31.6660359043246	0.844319756192844	0.316812340364709	2.66504693352815	0.00769775787371043	0.022971461460592	0.838677756296171	0.564883352485822	6.9976050131103	0.00816188425584559	0.0249281018502835	31.6660359043246	1.84765656169677	0.309509450712232	5.96962889968305	2.37793830618515e-09	6.17232875247733e-08	1.830293003881	0.564883352485822	33.5938346140336	6.79076306119911e-09	1.80171547368878e-07
FBgn0023510	CG17766	Rbcn-3B	Rabconnectin-3B	2660.37945499575	-0.265446738896162	0.0364017204566386	-7.29214816130351	3.05051415743853e-13	6.95662490474911e-12	-0.264186491333194	6.86110484107994	48.7695968687897	2.87867797269152e-12	6.51072093693326e-11	2660.37945499575	-0.0993530103010387	0.0361581159446689	-2.74773747761288	0.00600080349076543	0.0311859445656817	-0.102820367900702	6.86110484107994	7.49050364940028	0.00620252059890909	0.0333526246677995
FBgn0025631	CG4322	moody	moody	2560.94833803324	0.607972195557501	0.0314091449836277	19.3565344066008	1.79566924827718e-83	5.37466251874965e-81	0.609026256184857	6.80602838047708	328.364978793249	2.1822263728759e-73	5.97181834268725e-71	2560.94833803324	-0.131712910454901	0.0318514272264223	-4.1352278979084	3.54602553770304e-05	0.000376957076582905	-0.135003695122036	6.80602838047708	15.8156878863878	6.98211956547842e-05	0.000713711218763632
FBgn0026088	CG14818	CG14818	uncharacterized protein	828.956897108194	0.21478681199805	0.0295581480765168	7.26658556016549	3.68687728722958e-13	8.34820582909809e-12	0.215655644164038	5.18109596535278	46.9937005747736	7.12152329834744e-12	1.50573841394198e-10	828.956897108194	0.118063451840212	0.0294287698235502	4.01183782224335	6.02478847595976e-05	0.000599848482564891	0.113343956062	5.18109596535278	13.098823498037	0.000295481291549061	0.00257987220643292
FBgn0044047	CG14049	Ilp6	Insulin-like peptide 6	2229.58011236368	0.588260830866729	0.0811024437325387	7.25330586593306	4.06720185081871e-13	9.12310522883879e-12	0.589088734332701	6.60558642065116	51.9097728036538	5.81104657757004e-13	1.44566763947963e-11	2229.58011236368	0.24226749174078	0.0811574889557704	2.98515263172831	0.00283436856805281	0.0170785477663764	0.238999519093751	6.60558642065116	8.58910204255237	0.00338180724629841	0.0205396003836691
FBgn0023550	CG18031	FarO	Fatty acyl-CoA reductase in oenocytes	83.7241766900381	-0.801161846216696	0.200950046068642	-3.98687067701905	6.69504941429103e-05	0.000370451665453954	-0.796801944705592	1.91311215016315	15.3316505476427	9.01926793321308e-05	0.000506963311410299	83.7241766900381	1.32264191353947	0.188718559098207	7.0085418194147	2.40814648052188e-12	1.46912273824449e-10	1.31504004039783	1.91311215016315	45.9988486819932	1.18322503867399e-11	7.08308088776216e-10
FBgn0040376	CG13759	AANATL7	Arylalkylamine N-acetyltransferase-like 7	152.555611219624	0.501680003846312	0.112186209168188	4.47185093039556	7.75454771760367e-06	5.33187782047437e-05	0.503021187884048	2.75265705466246	19.5851826819031	9.62124874079698e-06	6.80593208562434e-05	152.555611219624	0.481659973476368	0.111677803502554	4.312942754693	1.61095840504425e-05	0.000184636540555281	0.476589350926962	2.75265705466246	17.6730443273128	2.6231776470095e-05	0.000303806475248573
FBgn0024997	CG2681	CG2681	uncharacterized protein	585.364819843805	0.722703419342016	0.0914100406189083	7.90617107758427	2.65426349904672e-15	7.49927309553673e-14	0.724211135840912	4.68027589295268	60.5525359170394	7.16407403068762e-15	2.1645899389882e-13	585.364819843805	0.45260176192201	0.0914877186782504	4.94713135774811	7.53151545136588e-07	1.15789494371079e-05	0.4491535986806	4.68027589295268	23.3480013505909	1.3518390199776e-06	2.07498623931818e-05
FBgn0003996	CG2759	w	white	105.451377094145	4.50738290569582	0.216648165449917	20.8050822693802	3.89291834058266e-96	1.69483508482276e-93	4.486277289123	2.22660875267139	600.432875202452	1.34786156076775e-132	1.43442422544817e-129	105.451377094145	4.90429295450284	0.215819000304218	22.7241018983026	2.58869097891663e-114	1.23972410980318e-110	4.87547760637774	2.22660875267139	711.324612389698	1.03067259816309e-156	4.93589107260302e-153
FBgn0040384	CG32795	CG32795	uncharacterized protein	1623.61803183487	0.173598671575426	0.0374233541828138	4.63877905565048	3.50473480591675e-06	2.57623560791025e-05	0.174643093458897	6.14843828191147	20.954123030123	4.70414313393071e-06	3.58442982790679e-05	1623.61803183487	0.10739265599424	0.0373182104417588	2.87775471339505	0.00400516426738915	0.02253905014868	0.103719944563751	6.14843828191147	7.43544002304513	0.00639517252776251	0.0341622768939818
FBgn0024995	CG2680	CG2680	uncharacterized protein	297.363609455094	0.474384250915536	0.087355276621655	5.43051626944237	5.61912561575399e-08	5.77467651799267e-07	0.475735096550003	3.70785704667023	29.213930013058	6.48115701368136e-08	7.06217541263254e-07	297.363609455094	0.232693845708545	0.0874343468058302	2.6613551105414	0.00778268282282415	0.0385431934214114	0.228458099033662	3.70785704667023	6.73058119546876	0.00947737146050235	0.0469803064264542
FBgn0029657	CG12535	CG12535	uncharacterized protein	28.3315889537433	0.921435808612516	0.287693492722967	3.20283854838457	0.00136080247899999	0.00519066752045475	0.914846117517924	0.373965506063191	9.99433181418523	0.00157022794200327	0.00612474904609462	28.3315889537433	0.949172847571514	0.285945195581061	3.31942226076828	0.000902039162948576	0.00647656004701759	0.938461115032281	0.373965506063191	10.8126293934212	0.00100810024619508	0.00741027180203874
FBgn0029639	CG14419	CG14419	uncharacterized protein	2007.70065955628	-0.494422555040519	0.0801004834134598	-6.17252897823883	6.72062051945296e-10	9.46619166695889e-09	-0.493670191330158	6.45563982629938	37.7241145101277	8.14909252211871e-10	1.21766003396027e-08	2007.70065955628	0.275897648730008	0.0797002279645305	3.46169209017561	0.000536790901694696	0.00412631079970449	0.272327084422503	6.45563982629938	11.6570206043101	0.00063960694591352	0.00506293828756999
